Name,Tier,rare,elite,eliteonly,ilvlreq to spawn,affix type,plvlreq,maxlevel,frequency,group,mod1code,mod1min,mod1max,mod2code,mod2min,mod2max,mod3code,mod3min,mod3max,variance,itype1,itype2,itype3,itype4,itype5,itype6,itype7,etype1,etype2,etype3,etype4,etype5
Septic,,1,,,1,,,,3,140,dmg-pois,31,31,,,,,,,,weap,circ,,,,,,,,,,
Envenomed,,1,,,10,,,,2,140,dmg-pois,41,41,,,,,,,,weap,,,,,,,,,,,
Corosive,,1,,,20,,,,1,140,dmg-pois,205,205,,,,,,,,weap,,,,,,,,,,,
Toxic,,1,,,35,,,,1,140,dmg-pois,308,308,,,,,,,,weap,,,,,,,,,,,
Pestilent,,,,,50,,,,1,140,dmg-pois,470,470,,,,,,,,weap,,,,,,,,,,,
Maiden's,,1,,,36,,,,4,125,ama,1,1,,,,,,,,amul,circ,,,,,,,,,,
Valkyrie's,,1,,,90,,,,2,125,ama,2,2,,,,,,,,amul,circ,,,,,,,,,,
Maiden's,,1,,,30,,,,4,125,ama,1,1,,,,,,,,miss,spea,,,,,,,,,,
Valkyrie's,,1,,,50,,,,2,125,ama,2,2,,,,,,,,miss,spea,,,,,,,,,,
Monk's,,1,,,36,,,,4,125,pal,1,1,,,,,,,,amul,circ,,,,,,,,,,
Priest's,,1,,,90,,,,2,125,pal,2,2,,,,,,,,amul,circ,,,,,,,,,,
Monk's,,1,,,30,,,,4,125,pal,1,1,,,,,,,,scep,ashd,,,,,,,,,,
Priest's,,1,,,50,,,,2,125,pal,2,2,,,,,,,,scep,ashd,,,,,,,,,,
Monk's,,1,,,35,,,,4,125,pal,1,1,,,,,,,,swor,mace,hamm,shld,,,,,,,,
Priest's,,1,,,65,,,,2,125,pal,2,2,,,,,,,,swor,mace,hamm,shld,,,,,,,,
Summoner's,,1,,,36,,,,4,125,nec,1,1,,,,,,,,amul,circ,,,,,,,,,,
Necromancer's,,1,,,90,,,,2,125,nec,2,2,,,,,,,,amul,circ,,,,,,,,,,
Summoner's,,1,,,30,,,,4,125,nec,1,1,,,,,,,,wand,knif,head,,,,,,,,,
Necromancer's,,1,,,50,,,,2,125,nec,2,2,,,,,,,,wand,knif,head,,,,,,,,,
Angel's,,1,,,36,,,,4,125,sor,1,1,,,,,,,,amul,circ,,,,,,,,,,
Arch-Angel's,,1,,,90,,,,2,125,sor,2,2,,,,,,,,amul,circ,,,,,,,,,,
Angel's,,1,,,30,,,,4,125,sor,1,1,,,,,,,,staf,orb,,,,,,,,,,
Arch-Angel's,,1,,,50,,,,2,125,sor,2,2,,,,,,,,staf,orb,,,,,,,,,,
Slayer's,,1,,,36,,,,4,125,bar,1,1,,,,,,,,amul,circ,,,,,,,,,,
Berserker's,,1,,,90,,,,2,125,bar,2,2,,,,,,,,amul,circ,,,,,,,,,,
Slayer's,,1,,,30,,,,4,125,bar,1,1,,,,,,,,tkni,axe,spea,club,swor,hamm,mace,jave,,,,
Berserker's,,1,,,50,,,,1,125,bar,2,2,,,,,,,,tkni,axe,spea,club,swor,hamm,mace,jave,,,,
Slayer's,,1,,,30,,,,4,125,bar,1,1,,,,,,,,phlm,,,,,,,,,,,
Berserker's,,1,,,50,,,,2,125,bar,2,2,,,,,,,,phlm,,,,,,,,,,,
Shaman's,,1,,,36,,,,4,125,dru,1,1,,,,,,,,amul,circ,,,,,,,,,,
Hierophant's,,1,,,90,,,,2,125,dru,2,2,,,,,,,,amul,circ,,,,,,,,,,
Shaman's,,1,,,30,,,,4,125,dru,1,1,,,,,,,,club,pelt,,,,,,,,,,
Hierophant's,,1,,,50,,,,2,125,dru,2,2,,,,,,,,club,pelt,,,,,,,,,,
Magekiller's,,1,,,36,,,,4,125,ass,1,1,,,,,,,,amul,circ,,,,,,,,,,
Witch-hunter's,,1,,,90,,,,2,125,ass,2,2,,,,,,,,amul,circ,,,,,,,,,,
Magekiller's,,1,,,30,,,,4,125,ass,1,1,,,,,,,,h2h,,,,,,,,,,,
Witch-hunter's,,1,,,50,,,,2,125,ass,2,2,,,,,,,,h2h,,,,,,,,,,,
Compact,,1,,,1,,,,6,141,stack,20,40,,,,,,,,thro,,,,,,,,,,,
Thin,,1,,,17,,,,5,141,stack,41,80,,,,,,,,thro,,,,,,,,,,,
Dense,,1,,,38,,,,4,141,stack,81,120,,,,,,,,thro,,,,,,,,,,,
Consecrated,,1,,,1,,,,4,142,att-undead,25,75,dmg-undead,25,75,,,,,weap,,,,,,,wand,orb,,,
Pure,,1,,,15,,,,3,142,att-undead,76,175,dmg-undead,76,125,,,,,weap,,,,,,,wand,orb,,,
Sacred,,1,,,25,,,,2,142,att-undead,175,250,dmg-undead,126,200,,,,,weap,,,,,,,wand,orb,,,
Hallowed,,1,,,35,,,,1,142,att-undead,251,325,dmg-undead,201,275,,,,,weap,,,,,,,wand,orb,,,
Divine,,,,,45,,,,1,142,att-undead,326,450,dmg-undead,276,350,,,,,weap,,,,,,,wand,orb,,,
Pearl,,1,,,18,,,,1,142,att-undead,25,50,dmg-undead,25,50,,,,,jewl,,,,,,,,,,,
Crimson,,1,,,5,,,,4,118,res-fire,5,10,,,,,,,,armo,ring,amul,orb,circ,weap,,,,,,
Red,,1,,,15,,,,4,103,dmg-min,1,1,,,,,,,,lcha,,,,,,,,,,,
Sanguinary,,1,,,45,,,,4,103,dmg-min,2,2,,,,,,,,lcha,,,,,,,,,,,
Bloody,,,,,75,,,,4,103,dmg-min,3,3,,,,,,,,lcha,,,,,,,,,,,
Red,,1,,,30,,,,4,103,dmg-min,1,1,,,,,,,,mcha,,,,,,,,,,,
Sanguinary,,,,,60,,,,4,103,dmg-min,2,2,,,,,,,,mcha,,,,,,,,,,,
Red,,1,,,90,,,,4,103,dmg-min,1,1,,,,,,,,scha,,,,,,,,,,,
Jagged,,1,,,7,,,,4,104,dmg-max,1,1,,,,,,,,lcha,,,,,,,,,,,
Forked,,1,,,37,,,,4,104,dmg-max,2,2,,,,,,,,lcha,,,,,,,,,,,
Serrated,,,,,67,,,,4,104,dmg-max,3,3,,,,,,,,lcha,,,,,,,,,,,
Jagged,,1,,,22,,,,4,104,dmg-max,1,1,,,,,,,,mcha,,,,,,,,,,,
Forked,,,,,52,,,,4,104,dmg-max,2,2,,,,,,,,mcha,,,,,,,,,,,
Jagged,,1,,,81,,,,4,104,dmg-max,1,1,,,,,,,,scha,,,,,,,,,,,
Snowflake,,1,,,9,,,,2,137,cold-len,25,25,cold-min,1,1,cold-max,2,3,,lcha,,,,,,,,,,,
Shivering,,1,,,15,,,,1,137,cold-len,25,25,cold-min,2,4,cold-max,4,8,,lcha,,,,,,,,,,,
Boreal,,1,,,30,,,,1,137,cold-len,25,25,cold-min,5,7,cold-max,9,15,,lcha,,,,,,,,,,,
Hibernal,,,,,45,,,,1,137,cold-len,25,25,cold-min,8,13,cold-max,16,25,,lcha,,,,,,,,,,,
Snowflake,,1,,,18,,,,2,137,cold-len,25,25,cold-min,2,3,cold-max,3,5,,mcha,,,,,,,,,,,
Shivering,,1,,,29,,,,1,137,cold-len,25,25,cold-min,4,5,cold-max,6,10,,mcha,,,,,,,,,,,
Boreal,,1,,,49,,,,1,137,cold-len,25,25,cold-min,6,10,cold-max,11,20,,mcha,,,,,,,,,,,
Hibernal,,,,,69,,,,1,137,cold-len,25,25,cold-min,11,15,cold-max,21,30,,mcha,,,,,,,,,,,
Snowflake,,1,,,27,,,,2,137,cold-len,25,25,cold-min,1,2,cold-max,2,4,,scha,,,,,,,,,,,
Shivering,,1,,,42,,,,1,137,cold-len,25,25,cold-min,3,4,cold-max,5,8,,scha,,,,,,,,,,,
Boreal,,1,,,66,,,,1,137,cold-len,25,25,cold-min,5,7,cold-max,9,14,,scha,,,,,,,,,,,
Hibernal,,,,,91,,,,1,137,cold-len,25,25,cold-min,8,10,cold-max,15,20,,scha,,,,,,,,,,,
Ember,,1,,,5,,,,2,138,fire-min,1,1,fire-max,2,3,,,,,lcha,,,,,,,,,,,
Smoldering,,1,,,15,,,,1,138,fire-min,2,3,fire-max,4,7,,,,,lcha,,,,,,,,,,,
Smoking,,1,,,28,,,,1,138,fire-min,4,7,fire-max,8,19,,,,,lcha,,,,,,,,,,,
Flaming,,,,,43,,,,1,138,fire-min,8,18,fire-max,20,36,,,,,lcha,,,,,,,,,,,
Ember,,1,,,13,,,,2,138,fire-min,1,1,fire-max,2,3,,,,,mcha,,,,,,,,,,,
Smoldering,,1,,,27,,,,1,138,fire-min,2,3,fire-max,4,12,,,,,mcha,,,,,,,,,,,
Smoking,,1,,,47,,,,1,138,fire-min,4,9,fire-max,13,27,,,,,mcha,,,,,,,,,,,
Flaming,,,,,67,,,,1,138,fire-min,10,27,fire-max,28,43,,,,,mcha,,,,,,,,,,,
Ember,,1,,,21,,,,2,138,fire-min,1,1,fire-max,2,3,,,,,scha,,,,,,,,,,,
Smoldering,,1,,,40,,,,1,138,fire-min,2,3,fire-max,4,10,,,,,scha,,,,,,,,,,,
Smoking,,1,,,64,,,,1,138,fire-min,4,9,fire-max,11,19,,,,,scha,,,,,,,,,,,
Flaming,,,,,89,,,,1,138,fire-min,10,19,fire-max,20,29,,,,,scha,,,,,,,,,,,
Static,,1,,,7,,,,2,139,ltng-min,1,1,ltng-max,4,5,,,,,lcha,,,,,,,,,,,
Glowing,,1,,,14,,,,1,139,ltng-min,1,1,ltng-max,6,17,,,,,lcha,,,,,,,,,,,
Arcing,,1,,,29,,,,1,139,ltng-min,1,1,ltng-max,18,44,,,,,lcha,,,,,,,,,,,
Shocking,,,,,44,,,,1,139,ltng-min,1,1,ltng-max,45,79,,,,,lcha,,,,,,,,,,,
Static,,1,,,14,,,,2,139,ltng-min,1,1,ltng-max,5,9,,,,,mcha,,,,,,,,,,,
Glowing,,1,,,28,,,,1,139,ltng-min,1,1,ltng-max,10,26,,,,,mcha,,,,,,,,,,,
Arcing,,1,,,48,,,,1,139,ltng-min,1,1,ltng-max,27,58,,,,,mcha,,,,,,,,,,,
Shocking,,,,,68,,,,1,139,ltng-min,1,1,ltng-max,59,90,,,,,mcha,,,,,,,,,,,
Static,,1,,,23,,,,2,139,ltng-min,1,1,ltng-max,6,11,,,,,scha,,,,,,,,,,,
Glowing,,1,,,41,,,,1,139,ltng-min,1,1,ltng-max,12,24,,,,,scha,,,,,,,,,,,
Arcing,,1,,,65,,,,1,139,ltng-min,1,1,ltng-max,25,43,,,,,scha,,,,,,,,,,,
Shocking,,,,,90,,,,1,139,ltng-min,1,1,ltng-max,44,71,,,,,scha,,,,,,,,,,,
Septic,,1,,,1,,,,2,140,dmg-pois,18,18,,,,,,,,lcha,,,,,,,,,,,
Envenomed,,1,,,12,,,,1,140,dmg-pois,39,39,,,,,,,,lcha,,,,,,,,,,,
Toxic,,1,,,27,,,,1,140,dmg-pois,103,103,,,,,,,,lcha,,,,,,,,,,,
Pestilent,,,,,42,,,,1,140,dmg-pois,171,171,,,,,,,,lcha,,,,,,,,,,,
Septic,,1,,,9,,,,2,140,dmg-pois,35,35,,,,,,,,mcha,,,,,,,,,,,
Envenomed,,1,,,26,,,,1,140,dmg-pois,77,77,,,,,,,,mcha,,,,,,,,,,,
Toxic,,1,,,46,,,,1,140,dmg-pois,185,185,,,,,,,,mcha,,,,,,,,,,,
Pestilent,,,,,66,,,,1,140,dmg-pois,299,299,,,,,,,,mcha,,,,,,,,,,,
Septic,,1,,,18,,,,2,140,dmg-pois,52,52,,,,,,,,scha,,,,,,,,,,,
Envenomed,,1,,,39,,,,1,140,dmg-pois,128,128,,,,,,,,scha,,,,,,,,,,,
Toxic,,1,,,63,,,,1,140,dmg-pois,205,205,,,,,,,,scha,,,,,,,,,,,
Pestilent,,,,,88,,,,1,140,dmg-pois,299,299,,,,,,,,scha,,,,,,,,,,,
Tireless,,1,,,1,,,5,4,108,regen-stam,10,10,,,,,,,,boot,,,,,,,,,,,
Lizard's,,1,,,1,,,2,4,115,mana,1,2,,,,,,,,armo,ring,amul,rod,orb,,,boot,glov,,,
Azure,,1,,,1,,,4,3,117,res-cold,5,5,,,,,,,,armo,ring,amul,orb,circ,,,,,,,
Crimson,,1,,,1,,,4,3,118,res-fire,5,5,,,,,,,,armo,ring,amul,orb,circ,,,,,,,
Tangerine,,1,,,1,,,4,3,119,res-ltng,5,5,,,,,,,,armo,ring,amul,orb,circ,,,,,,,
Beryl,,1,,,1,,,4,3,120,res-pois,5,5,,,,,,,,armo,ring,amul,orb,circ,,,,,,,
Godly,,1,,,50,,,,1,101,ac%,101,200,,,,,,,,armo,,,,,,,,,,,
Cruel,,1,,,56,,,,1,105,dmg%,201,300,,,,,,,,weap,,,,,,,staf,wand,orb,,
